wind_speed,wind_dir,grade,speed_limit
9.47511,69.74695,0.00657,130
18.11157,108.47936,0.00134,130
14.43398,161.88221,0.00741,130
13.16386,58.97814,0.00975,130
13.30784,2.77684,0.00195,130
25.24236,145.88751,0.00071,130
23.44617,16.72848,0.00538,130
16.00137,123.10276,0.004,130
9.07241,71.13892,0.00709,130
22.31681,178.38423,8e-05,130
13.53109,215.35186,0.00972,130
7.33444,176.6437,0.00305,130
2.88957,35.75527,0.00338,130
16.01927,161.10974,0.00945,130
13.99185,139.60595,0.00288,130
14.35844,130.16931,0.01,130
18.07095,224.4632,0.01267,130
20.46553,46.28491,0.00898,130
17.80351,75.99668,0.00606,130
8.57077,53.37326,0.00402,130
7.38433,95.79819,0.0062,130
19.61954,63.08075,0.00911,130
13.74257,26.93025,0.00032,130
18.63137,197.50982,0.01535,130
21.52274,37.9718,0.01946,130
17.24088,119.58413,0.01456,130
1.58843,177.363,0.00333,130
5.66828,15.14121,0.00496,130
9.0989,44.90888,0.00192,130
14.45352,34.22249,0.00421,130
16.7446,142.31507,0.00497,130
17.95657,14.13492,0.01148,130
19.4212,74.53666,0.01772,130
14.60042,123.77688,0.01227,130
11.7061,153.08977,0.00827,130
25.03053,51.97813,0.00082,130
3.97808,33.71106,0.00238,130
12.71346,128.47363,0.00377,130
9.78223,201.29706,0.01301,130
12.91895,160.44538,0.00701,130
19.24734,61.08341,0.00654,130
14.07807,20.07189,0.00866,130
16.34072,22.63261,0.00245,130
12.0882,63.21812,0.00877,130
12.46286,90.1003,0.00229,130
15.77236,231.37898,0.00764,130
16.02708,19.57627,0.01346,130
14.324,47.04949,0.00554,130
11.55254,20.16705,0.00324,130
14.72204,43.84788,0.00946,130
11.26847,72.2487,0.00707,130
13.48838,9.3823,0.01085,130
19.18153,58.02835,0.01295,130
1.74449,318.79914,0.00817,130
3.30623,57.26788,0.00378,130
17.15454,95.78842,0.00129,130
13.38249,93.43136,0.00321,130
16.2489,177.19366,0.01017,130
13.13793,61.77834,0.00943,130
11.1081,66.2326,0.00834,130
16.34979,185.29959,0.01777,130
6.89269,131.38542,0.00378,130
1.40035,18.06544,0.00587,130
30.66508,92.10818,0.00924,130
1.70556,179.86455,0.00179,130
3.7495,204.35556,0.00401,130
6.03773,108.87965,0.00471,130
15.88987,114.02099,0.00938,130
6.53613,34.83637,0.01197,130
6.38535,73.13838,0.00245,130
13.45245,153.33074,0.00637,130
19.07225,108.71658,0.01868,130
21.00052,130.60187,0.00194,130
11.9664,55.35362,0.00554,130
8.45996,132.45721,0.0024,130
8.90872,66.65794,0.01509,130
7.90992,108.3644,0.00319,130
9.58268,10.1334,0.00904,130
9.70654,51.30982,0.0009,130
22.89176,50.10726,0.0178,130
11.98141,137.87906,0.00307,130
14.84545,334.04661,0.00793,130
9.30312,38.9629,0.0066,130
29.74326,48.55979,0.01618,130
2.11818,37.34075,0.0007,130
4.80947,47.77695,0.01616,130
7.93117,10.87962,0.00209,130
35.95872,222.39352,0.00919,130
16.29657,153.38111,0.00498,130
19.15312,120.77881,0.00072,130
10.581,83.91211,0.0106,130
22.15451,57.62337,0.00643,130
28.29786,137.32539,0.00233,130
4.75031,56.12337,0.01339,130
8.9823,192.90421,0.00241,130
18.48654,4.79585,0.00437,130
6.24978,49.72911,0.00078,130
9.83272,81.50252,0.00623,130
28.91797,51.71197,0.00838,130
20.46513,29.20374,0.00696,130
12.60001,138.56924,0.00815,130
17.4624,103.07564,0.00204,130
16.32941,39.32582,0.007,130
23.08849,9.55441,0.00805,130
20.0924,227.39885,0.00258,130
18.09046,161.20334,0.00431,130
2.99351,114.98223,0.00443,130
16.44866,39.46455,0.01209,130
12.22498,26.14541,0.01566,130
29.84442,14.2278,0.00655,130
10.16011,4.11866,0.01659,130
7.87022,24.6598,0.01238,130
13.25676,102.47552,0.00011,130
24.68721,42.72099,0.00228,130
6.69493,28.48447,0.00625,130
12.23564,56.37074,0.00763,130
14.8087,95.25483,0.01563,130
14.96378,106.72466,0.00649,130
18.29043,69.48226,0.02179,130
4.90566,18.71012,0.0094,130
21.22671,42.68139,0.00286,80
20.11407,42.19588,0.0037,80
1.54769,71.39386,0.01125,80
9.2127,98.17746,0.00257,80
18.91352,26.02193,0.00634,80
6.43162,12.76284,0.00385,80
18.00282,9.48699,0.01591,80
11.78977,62.79693,0.00262,80
17.48024,75.1005,0.00322,80
23.62303,29.36581,0.00109,80
6.21248,184.13931,0.00913,80
20.35332,147.41503,0.00185,80
14.60775,61.69567,0.00204,80
6.8012,82.27454,0.00536,80
17.81344,246.27317,0.00536,80
23.73764,81.85021,0.00057,80
18.33959,46.31261,0.01573,80
25.67057,0.34919,0.00428,80
15.95872,18.54849,0.00285,80
15.5396,161.19575,0.0003,80
12.79051,57.57791,0.00091,80
19.09305,29.00802,0.00766,80
17.78938,187.50399,0.00131,80
18.77696,49.5176,0.00335,80
9.82616,48.58485,0.02279,80
7.05194,9.50239,0.00276,80
4.80239,10.58395,0.0145,80
17.35496,104.9797,0.0067,80
16.52521,16.66938,0.00519,80
13.19231,56.99704,0.00366,80
1.89047,14.7472,0.00448,80
0.24397,5.52221,0.00316,80
4.2837,204.58806,0.01871,80
4.40444,93.29226,0.00326,80
17.94887,137.38514,0.01576,80
0.25429,171.81711,0.01332,80
18.08787,126.68653,0.00572,80
20.63915,194.95336,0.00444,80
13.81568,20.44546,0.00529,80
5.84134,87.99634,0.0021,80
12.93928,153.08539,0.01089,80
29.5158,33.7573,0.01096,80
12.69683,86.18998,0.00914,80
17.16396,130.78358,0.0107,80
19.42085,93.80509,0.00071,80
21.37184,198.59627,0.00664,80
17.89743,170.33428,0.00129,80
8.36465,82.04111,0.00399,80
8.21556,94.37373,0.00811,80
18.37597,159.25896,0.0193,80
18.36593,89.5143,0.00389,80
21.54016,4.81788,0.00081,80
2.54833,193.9285,0.00562,80
8.62551,73.35479,0.00012,80
7.37976,96.93605,0.00874,80
22.02847,57.02501,0.00404,80
5.55692,62.31726,0.00855,80
15.08842,130.86505,0.01791,80
17.75967,97.13999,0.00171,80
5.98007,193.6739,0.00495,80
15.67061,17.56016,0.00445,80
12.14467,117.6601,0.00654,80
6.81295,56.83646,0.00974,80
16.84494,115.63254,0.01555,80
17.88131,232.1112,0.00511,80
12.99625,25.50571,0.0075,80
9.8846,51.86634,0.00391,80
15.51518,26.85607,0.00126,80
15.97915,58.27654,0.00302,80
17.56975,186.88243,0.00363,80
6.72404,7.0191,0.00726,80
8.21324,31.65568,0.01852,80
18.75097,64.7235,0.00136,80
14.91445,133.16999,0.00048,80
6.84193,79.97388,0.0147,80
10.32895,64.16004,0.00423,80
23.93939,229.44642,0.00701,80
5.27236,11.9345,0.00485,80
15.66994,121.56418,0.00871,80
21.55945,41.21264,0.01114,80
6.21052,123.11162,0.00234,80
10.49325,78.27551,0.00075,80
15.73993,54.92687,0.02214,80
11.62667,12.48459,0.00263,80
24.20113,3.00129,0.01136,80
11.97034,31.20606,0.00832,80
27.2107,17.60337,0.01263,80
11.94553,91.86445,0.00288,80
13.15327,229.29379,0.00467,80
2.38648,117.81639,0.00537,80
5.74605,82.36685,0.01904,80
10.78359,80.33668,0.00346,80
11.5726,36.58061,0.00714,80
21.38125,13.33158,0.00457,80
0.85287,39.99647,0.00939,80
13.40947,59.73157,0.00018,80
8.1417,106.45976,0.01046,80
21.29596,6.93456,0.00546,80
8.88191,66.4038,0.01083,80
5.36392,72.2564,0.00501,80
12.21854,1.59697,0.00421,80
15.7606,103.75778,0.00136,80
19.20067,58.95472,0.00408,80
3.20328,140.57077,0.00133,80
12.43964,135.44179,0.00644,80
4.22561,201.30188,0.00309,80
5.81103,115.04453,0.00851,80
19.3246,9.86431,0.00063,80
1.78756,9.03698,0.01115,80
18.15755,165.88708,0.00315,80
15.62335,321.08608,0.01781,80
15.7386,132.58501,0.00713,80
15.05677,23.61251,0.00301,80
19.43185,61.57565,0.00551,80
17.26272,80.42099,0.0133,80
1.68182,21.64625,0.00219,80
21.43098,127.64348,0.00747,80
9.73928,108.12537,0.00419,80
23.32674,83.45418,0.02099,80
22.41818,64.95265,0.01283,80
10.92783,32.91088,0.00659,130
5.665,47.49643,0.01184,130
21.0164,38.27836,0.01541,130
21.17959,95.38167,0.00015,130
17.56607,136.83605,0.00031,130
13.44997,90.71804,0.00125,130
14.8719,61.85305,0.01538,130
6.14763,151.21519,0.00984,130
15.537,233.31384,0.00169,130
10.44087,9.87549,0.01283,130
27.93273,42.77433,0.00879,130
19.65963,130.40604,0.00047,130
0.7747,48.71938,0.00074,130
14.78294,71.3844,0.00791,130
24.4231,151.0491,0.01077,130
7.32173,159.29961,0.0007,130
28.21286,54.40405,0.00329,130
8.79997,43.91572,0.00486,130
15.33876,121.57079,0.00049,130
9.68025,35.03182,0.00977,130
27.77544,28.41467,0.00325,130
20.34367,62.63201,0.00582,130
3.17651,71.17475,0.01009,130
2.87253,64.95122,0.00779,130
7.65902,49.7694,0.00258,130
11.00919,186.17346,0.00332,130
10.41269,293.16723,0.00394,130
10.09414,14.11387,0.0222,130
9.17103,88.4966,0.00436,130
10.7175,30.39866,0.00475,130
11.87666,46.94465,0.00696,130
9.92104,119.59594,0.00554,130
7.91929,5.45853,0.00112,130
11.4175,174.6673,0.00226,130
14.95737,32.50668,0.00305,130
16.22349,140.62567,0.02564,130
1.11333,7.51823,0.00161,130
7.21079,66.32162,0.01233,130
9.15082,220.49066,0.00166,130
20.10706,79.65639,0.0012,130
9.5826,164.66661,0.00517,130
15.02471,33.99174,0.00494,130
11.82433,129.73232,0.00513,130
6.03857,138.48,0.01764,130
12.28734,42.67993,0.00255,130
16.22154,190.15621,0.00938,130
6.36015,36.61357,0.00849,130
26.19383,53.68026,0.00426,130
26.75735,28.72662,0.01087,130
22.11807,18.16052,0.00748,130
19.5455,162.34256,0.00982,130
13.55028,238.76335,0.00786,130
24.64032,11.13754,0.01025,130
14.77011,219.4293,0.00152,130
11.01303,81.38313,0.00616,130
11.57688,25.1478,0.01278,130
4.32565,7.78321,0.00934,130
21.23023,82.35853,0.00229,130
6.61761,74.59008,0.00812,130
10.15591,225.78668,0.00399,130
29.8997,134.41446,0.01637,130
7.18331,171.67365,0.00215,130
6.54445,43.1025,0.0009,130
8.1688,162.56631,0.01705,130
15.05252,148.70632,0.00096,130
2.9542,102.16615,0.00272,130
23.80659,149.19807,0.0036,130
13.30905,16.67605,0.00238,130
33.70902,139.98815,0.01222,130
12.09773,189.02693,0.00226,130
13.16718,20.81389,0.00188,130
25.86713,171.03378,0.01416,130
6.21869,54.15072,0.00343,130
16.07649,89.05296,0.00162,130
11.35808,11.58171,0.01603,130
25.95302,175.80019,0.0033,130
5.09563,148.85813,0.00172,130
18.70027,261.80244,0.00599,130
15.34509,85.89713,0.00489,130
22.50024,41.05954,0.01104,130
14.43959,125.18195,0.00264,130
17.99547,208.14875,0.00096,130
20.50705,150.40215,0.01812,130
9.74131,60.26356,0.01005,130
17.91846,96.06654,0.00342,130
17.59409,23.17467,0.01362,130
10.75571,109.85176,0.00956,130
15.61483,63.76347,0.01199,130
18.65088,113.33196,0.01214,130
16.14096,155.85403,0.00129,130
0.31765,59.91835,0.01119,130
18.11881,129.05576,0.00942,130
15.77313,36.62029,0.00037,130
11.50818,7.39187,0.01643,130
5.00363,88.64148,0.00502,130
13.06577,134.38764,0.01092,130
23.49269,0.00511000000000195,0.01459,130
5.1945,66.70108,0.00454,130
8.94913,27.25563,0.00564,130
10.41209,17.48905,0.0014,130
8.19937,8.52194,0.00486,130
3.84007,171.9185,0.01004,130
9.63768,95.05623,0.00325,130
21.16915,117.69945,0.00113,130
25.44535,84.26374,0.01014,130
5.31689,144.65187,0.00048,130
8.3872,204.67728,0.00567,130
9.07449,16.13842,0.00386,130
14.53199,179.7931,0.00319,130
7.2396,88.1228,0.00223,130
20.30337,35.29778,0.00597,130
3.78931,79.67557,0.01235,130
13.30263,44.09083,0.00722,130
15.43069,62.22888,0.01381,130
3.22927,87.50551,0.00514,130
12.48146,194.12808,0.00025,130
14.59434,78.33914,0.00047,130
14.88232,58.90394,0.00258,130
3.97927,226.48944,0.00343,130
6.85625,3.70661,0.01747,130
8.89579,169.40967,0.00843,130
6.05836,43.18138,0.02396,130
13.74903,101.52529,0.00033,130
14.20177,80.54601,0.00524,130
4.0694,73.27311,0.00092,130
18.10693,178.75133,0.00865,130
18.97503,112.9969,0.00309,130
14.77323,133.34598,0.01109,130
7.80707,61.52003,0.00708,130
23.73867,1.41016,0.02257,130
3.17914,39.16729,0.00484,130
30.39451,4.20773,0.00247,130
26.9828,35.04494,0.00499,130
20.53245,53.72571,0.00951,130
12.08657,147.19592,0.00602,130
7.7316,103.26031,0.00274,130
7.90956,263.88727,0.00065,130
21.52742,108.87434,0.01473,130
8.21759,6.56753,0.00098,130
15.6118,15.11051,0.00739,130
20.25201,203.16557,0.00324,130
12.70481,87.49087,0.00143,130
3.78626,123.40225,0.0042,130
7.11746,34.31731,0.00095,130
3.14285,104.26159,0.00749,130
16.54096,71.31917,0.01036,130
20.28495,141.60613,0.00771,130
13.19135,22.74476,0.01418,130
9.73708,65.60545,0.00479,130
1.41885,116.52684,0.00744,130
7.34726,94.9595,0.00646,130
6.03894,83.22537,0.00247,130
21.02383,127.27536,0.00469,130
9.60339,105.00376,0.01001,130
6.66667,71.958,0.01061,130
9.61931,167.27748,0.01356,130
2.32914,88.14054,0.00894,130
15.55544,192.70105,0.00962,130
17.59522,21.47282,0.01742,130
16.78609,8.42247,0.00012,130
1.96687,164.28852,0.0045,130
16.35407,145.11624,0.00638,130
7.98871,66.66233,0.0053,130
9.98563,73.70441,0.01183,130
19.97702,85.28635,0.00236,130
7.43778,54.24093,0.00838,130
11.10991,9.29511,0.01756,130
15.60184,141.67221,0.00551,130
15.31087,37.66439,0.00839,130
3.1577,114.33211,0.00206,130
17.79141,181.0467,0.00131,130
24.4695,80.97315,0.01416,130
7.30959,106.95124,0.00829,130
18.33654,109.99523,0.01037,130
7.57418,145.26497,0.00786,130
20.93095,4.42139,0.00563,130
6.45512,52.26744,0.00274,130
1.84656,66.14785,0.00728,130
8.14697,63.94381,0.0064,130
15.27206,105.89457,0.0155,130
27.01576,28.14921,0.01192,130
10.67178,62.35413,0.01307,130
12.15959,41.18299,0.0007,130
7.85778,18.47691,0.00059,130
0.54827,62.51646,0.00416,130
21.45191,10.62984,0.00402,130
14.22375,12.87034,0.01549,130
7.57355,4.23267,0.00881,130
16.6118,273.67139,0.00787,130
9.75845,140.05327,0.00773,130
12.47104,157.78002,0.00257,130
13.62175,96.04057,0.00395,130
24.44758,212.90243,0.00422,130
15.46027,8.50158,0.00117,130
7.52989,196.641,0.01849,130
12.5076,40.50976,0.00208,130
10.50027,178.11062,0.00496,130
7.15107,36.886,0.00626,130
18.23476,7.80391,0.00343,130
4.01174,134.75545,0.0018,130
12.53648,23.20782,0.00062,130
13.37225,176.51433,0.00107,130
24.49253,154.01705,0.01448,130
16.69065,68.77049,0.00568,130
16.82651,90.51483,0.00723,130
12.00557,241.73373,0.01779,130
11.57067,66.462,0.00877,130
10.05561,187.38507,0.01,130
17.95148,220.57434,0.00097,130
21.17143,93.26101,0.00878,130
24.07444,0.9935,0.01105,130
12.63057,62.16068,0.00153,130
16.24381,166.78945,0.00864,130
12.07327,28.40481,0.01788,130
12.78383,231.588,0.01385,130
18.0166,47.10925,0.00992,130
26.77786,175.22587,0.00426,130
20.52837,109.3591,0.01084,130
8.24196,176.09261,0.01081,130
19.73469,51.8176,0.0101,130
1.61765,50.26163,0.00435,130
10.8802,25.8455,0.01113,130
10.66071,116.39777,0.011,130
23.86207,220.87092,0.00177,130
11.49981,41.86821,0.00237,130
22.36862,17.97044,0.00269,130
14.32228,165.2389,0.0069,130
20.76546,19.91512,0.0107,130
17.28011,19.6532,0.00018,130
11.71221,111.97945,0.00802,130
15.02068,11.41237,0.00256,130
13.88346,90.03053,0.00419,130
9.27855,62.66991,0.00611,130
3.86874,112.47147,0.00759,130
1.17523,265.82581,0.00499,130
3.12189,70.23889,0.00614,130
9.98686,26.62683,0.00452,130
12.48084,58.55065,0.01006,130
11.27763,170.07488,0.00133,130
7.43961,8.40265,0.00256,130
12.37195,35.3479,0.01177,80
11.89385,112.77941,0.01128,80
11.98217,133.53223,0.01708,80
14.50553,60.15976,0.00494,80
12.31971,15.11091,0.01469,80
11.64001,180.31454,0.00964,80
9.94445,85.66122,0.00239,80
1.66553,88.65026,0.00074,80
24.22236,80.81339,0.00737,80
22.78626,224.60997,0.01051,80
12.24139,57.98863,0.01814,80
17.81082,45.27608,0.00748,80
32.39543,77.87894,0.01902,80
26.51803,56.14641,0.00372,80
3.58085,175.44903,0.00466,80
12.40743,230.29088,0.0006,80
16.89947,66.4624,0.00115,80
2.8933,88.52893,0.01231,80
4.3868,28.51649,0.00854,80
0.27638,33.80761,0.00628,80
9.36284,164.12422,0.01257,80
8.98051,23.86834,0.00068,80
12.89717,63.56983,0.00266,80
8.41538,151.49036,0.00279,80
7.73704,144.98912,0.00256,80
10.08967,97.63185,0.01558,80
18.9786,134.62297,0.00055,80
12.06168,89.52832,0.00067,80
0.39881,246.35433,0.00352,80
30.60854,111.86515,0.00232,80
18.86248,45.31416,0.01483,80
5.24129,163.63417,0.00139,80
5.97654,4.97689,0.0043,80
8.51558,134.43671,0.01208,80
24.64993,81.61027,0.00262,80
0.39771,95.81425,0.00503,80
17.86308,109.97964,0.00106,80
9.7916,1.83767,0.00729,80
6.08644,38.99128,0.02086,80
4.56467,92.89037,0.00938,80
20.31712,114.87517,0.01001,80
28.1687,66.69952,0.00041,80
25.69405,48.85332,0.00306,80
7.05393,158.57532,0.00018,80
18.76517,17.53958,0.00304,80
9.91072,27.51064,0.00499,80
7.20458,265.48127,0.01848,80
15.79034,81.90303,0.01046,80
11.92055,61.58081,0.00894,80
