wind_speed,wind_dir,grade,speed_limit
22.85095,166.05939,0.02322,130
9.13069,346.46901,0.03604,130
9.23569,245.73447,0.09572,130
21.12684,219.08486,0.10636,130
3.09219,97.57475,0.19885,130
7.43791,226.60693,0.07276,130
16.30183,62.32945,0.10222,130
7.717,181.84309,0.06369,130
11.6044,165.82768,0.01538,130
19.06774,87.8207,0.00475,130
21.07905,88.97368,0.06053,130
1.2687,194.98011,0.04412,130
13.23098,167.02538,0.18582,130
13.34339,51.69208,0.06201,130
12.55988,59.71424,0.0538,130
16.68651,239.14381,0.11205,130
8.6425,83.25499,0.07225,130
20.29965,21.14911,0.12401,130
15.26248,343.87859,0.10115,130
20.10236,146.85366,0.03699,130
11.16375,249.20767,0.02041,130
9.17029,163.66851,0.13624,130
16.37606,74.88803,0.04775,130
6.02878,249.78099,0.03169,130
25.4165,229.06201,0.14712,130
22.01288,200.49521,0.12718,130
11.48351,61.82781,0.08628,130
14.54045,260.96474,0.1433,130
17.18954,186.33747,0.00841,130
8.61996,76.04141,0.03889,130
19.92009,177.1888,0.00888,130
13.546,103.95125,0.01695,130
27.48504,130.30241,0.02336,130
17.45223,187.43817,0.15431,130
11.10813,177.58076,0.11707,130
10.57541,226.85806,0.03096,130
12.66529,67.99471,0.04685,130
12.09197,316.54648,0.09077,130
14.11767,0.72078,0.09122,130
16.85733,225.25125,0.03432,130
7.45511,218.26973,0.11488,130
10.27397,168.59147,0.06758,130
7.5826,250.56079,0.04617,130
15.27181,280.8434,0.06044,130
17.42187,94.59954,0.04758,130
15.76057,92.80147,0.01106,130
16.73483,256.49322,0.20618,130
12.79237,300.41369,0.05507,130
20.91152,176.21187,0.00141,130
12.20211,302.84044,0.09184,130
17.78282,185.63149,0.0438,130
24.32688,151.91015,0.07829,130
29.02557,55.78895,0.04515,130
9.36344,203.88438,0.00924,130
1.11891,268.60855,0.06333,130
2.88121,124.3632,0.16008,130
9.57772,30.94104,0.00504,130
10.64953,87.14908,0.018,130
1.95219,254.00043,0.03397,130
8.66057,180.37598,0.11672,130
13.12091,241.94051,0.05681,130
3.02837,83.7076,0.0362,130
16.61759,160.14445,0.0297,130
11.88129,191.18132,0.10801,130
13.77348,204.99248,0.01193,130
2.52635,346.64074,0.04773,130
9.89534,98.53083,0.02921,130
21.07862,306.4105,0.0592,130
6.18794,130.49171,0.19247,130
10.76119,311.5076,0.04019,130
26.66219,153.03838,0.0205,130
4.75639,221.72773,0.04113,130
16.90635,126.33776,0.00717,130
17.31244,283.36744,0.07679,130
2.4534,199.84908,0.0945,130
4.27951,192.60939,0.06709,130
21.03643,240.4647,0.09458,130
17.72865,298.56281,0.08904,130
16.62642,168.90377,0.01995,130
19.11686,98.67979,0.03084,130
7.14042,51.9213,0.09246,130
7.832,218.78212,0.10961,130
13.11506,80.77658,0.00845,130
18.12769,212.739,0.01834,130
20.3155,251.78228,0.04289,130
21.95719,109.60201,0.04811,130
17.76053,177.43684,0.02121,130
5.0012,32.31092,0.08394,130
16.36641,225.49859,0.07343,130
11.62712,164.39685,0.10654,130
14.77591,234.64119,0.11387,130
21.13928,247.18582,0.05084,130
21.29592,43.61994,0.07231,130
16.03872,264.62214,0.0821,130
23.69263,135.29485,0.01533,130
16.05418,134.65387,0.01452,130
20.25296,163.1241,0.07744,130
4.75797,195.33391,0.13951,130
11.94383,244.1511,0.04095,130
15.97115,266.6232,0.06999,130
6.01162,0.758159999999975,0.01993,130
2.187,125.25864,0.00053,130
21.01102,290.06232,0.1566,130
5.70856,64.13487,0.03426,130
2.33603,37.52016,0.01762,130
32.46485,145.40937,0.02849,130
17.40453,325.52447,0.0232,130
11.35829,243.28339,0.0059,130
8.47153,320.8648,0.05226,130
9.98383,109.16809,0.05993,130
10.65149,225.20688,0.14425,130
19.13377,89.92767,0.08128,130
8.77546,127.25782,0.07065,130
5.8972,245.31867,0.00193,130
20.25285,38.7074,0.03581,130
13.28165,0.34727,0.13735,130
17.20438,170.41581,0.04885,130
19.51268,107.3422,0.01722,130
12.10282,200.72912,0.01134,130
0.03506,217.38967,0.13684,130
5.95031,225.12583,0.00468,130
7.99297,171.59543,0.13004,130
16.67179,255.09186,0.00553,130
5.74437,293.56601,0.08339,130
14.2958,139.29074,0.1381,130
12.0005,138.77536,0.0344,130
13.24981,74.55825,0.02886,130
16.84348,211.43728,0.00606,130
19.29605,280.92152,0.00863,130
7.88146,200.70694,0.06279,130
9.45455,78.77965,0.09549,130
13.62073,97.97666,0.04212,130
4.68273,280.42543,0.15492,130
28.69171,222.78185,0.04704,130
18.59151,197.28293,0.09033,130
5.11976,213.2834,0.01511,130
20.03604,186.12535,0.05475,130
20.92339,200.70171,0.09105,130
21.59861,83.58615,0.1263,130
14.19457,100.86897,0.02555,130
18.34658,151.45842,0.01943,130
8.90889,172.82142,0.11359,130
7.09169,302.86517,0.05411,130
3.7798,0.95682,0.14692,130
20.78845,164.34841,0.12243,130
16.80646,210.00825,0.10178,130
12.6979,221.20509,0.06947,130
4.45807,157.19416,0.04237,130
21.55292,125.02425,0.04023,130
17.67889,338.08748,0.05308,130
17.59245,231.47212,0.05996,110
13.80326,263.32209,0.13053,110
17.97554,307.62153,0.03074,110
25.15191,179.93138,0.12593,110
23.12689,68.56943,0.11466,110
0.74018,52.15661,0.0665,110
28.22577,153.54617,0.07363,110
14.83733,189.58323,0.1063,110
12.81607,229.75616,0.06079,110
10.62833,173.84864,0.02685,110
1.15987,142.70092,0.1205,110
19.78288,217.60642,0.07592,110
1.55246,74.70543,0.01484,110
15.51633,245.31135,0.15822,110
8.13273,153.90829,0.09853,110
8.58595,344.31462,0.04167,110
23.75052,257.37079,0.20766,110
1.87634,155.46315,0.02871,110
12.46126,180.54928,0.03663,110
1.81146,252.5017,0.04501,110
4.95842,118.73624,0.00034,110
10.05532,139.14647,0.02569,110
18.06578,158.46727,0.18386,110
18.59423,18.33487,0.08421,110
4.73123,209.42432,0.06988,110
13.63448,146.14592,0.13977,110
21.17079,126.74423,0.09736,110
4.20067,9.71445,0.08022,110
22.15129,255.52283,0.03767,110
20.08952,197.9683,0.14169,110
4.10739,16.54977,0.04675,110
13.10651,207.32574,0.08931,110
16.94682,33.78492,0.05442,110
16.29252,141.35922,0.08635,110
6.9562,74.01184,0.0583,110
16.27487,233.95404,0.22514,110
14.23249,147.21595,0.02024,110
6.88766,41.01367,0.0891,110
8.25253,118.39616,0.17283,110
7.76833,117.45775,0.04603,110
15.65641,22.619,0.03481,110
6.74307,163.3765,0.09174,110
11.14114,149.39074,0.01654,110
3.75748,14.95017,0.09752,110
19.3675,92.38395,0.21186,110
9.2902,202.23751,0.05218,110
14.51394,218.27857,0.10662,110
12.9062,102.07954,0.13795,110
8.3771,0.4319,0.09324,110
17.45404,46.30602,0.00336,110
0.38122,60.24423,0.13798,110
13.91616,206.00404,0.0347,110
14.71633,122.68832,0.14212,110
7.81746,136.49223,0.05862,110
20.76084,169.70329,0.00392,110
1.05022,179.09118,0.11183,110
14.47193,355.82454,0.15111,110
10.62303,356.42242,0.18076,110
10.05251,43.55426,0.13317,110
9.37794,208.00966,0.1081,110
6.10574,0.438539999999989,0.07975,110
10.3035,254.88485,0.07224,110
6.17755,162.43988,0.00288,110
11.87794,49.27051,0.10954,110
14.69652,295.82246,0.14647,110
14.766,55.32933,0.16995,110
17.12795,242.49207,0.10372,110
16.60252,168.76525,0.15285,110
3.21095,26.17909,0.09206,110
10.39584,45.05565,0.1528,110
8.38256,49.52379,0.01675,110
12.50344,172.88591,0.10578,110
11.20203,157.1505,0.09554,110
20.74437,267.3668,0.11938,110
10.12966,156.75346,0.12812,110
6.77694,9.05951,0.00966,110
15.49253,227.72412,0.0404,110
7.86573,163.74839,0.19088,110
7.79626,171.53504,0.16927,110
9.14456,7.8768,0.01337,110
9.97474,35.90227,0.201,110
9.14418,166.9227,0.0246,110
4.01271,151.84168,0.02178,110
12.08567,246.21679,0.09598,110
20.4294,110.20298,0.03158,110
23.0887,237.91932,0.00781,110
3.78857,213.12073,0.27454,110
3.5582,265.70334,0.09021,110
13.16397,111.05351,0.02158,110
22.60665,15.46773,0.17324,110
14.57344,245.44024,0.08509,110
14.57552,352.99353,0.11958,110
23.56289,88.81328,0.12395,110
12.29463,108.40911,0.0973,110
7.26331,40.19718,0.05023,110
9.79517,169.83216,0.17681,110
11.57737,246.68864,0.05165,110
23.43862,16.71363,0.01951,110
26.54229,200.2622,0.13248,110
14.56614,230.24957,0.2331,110
3.95183,2.84015,0.04473,110
7.56776,60.17994,0.12337,110
13.4055,112.56843,0.12858,110
16.50708,176.00897,0.0486,110
5.91167,125.21929,0.00973,110
10.59477,219.17461,0.13238,110
16.15869,174.20461,0.0304,110
16.82534,177.15103,0.1492,110
